brand,model,trans.,fuel,millage,disp.,year
Suzuki,Every,Automatic,Petrol,122000,650,2014
Toyota,Hiace,Automatic,Diesel,99671,3000,2013
Toyota,Premio,Automatic,Petrol,103000,1500,2010
Toyota,Camry,Automatic,Petrol,125000,2400,2008
Bmw,7 series,Automatic,Petrol,81818,3000,2010
Volkswagen,Passat,Automatic,Petrol,112000,1400,2008
Land rover,Range-rover-sport,Automatic,Diesel,80000,2700,2007
Mitsubishi,Mirage,Automatic,Petrol,76000,1000,2013
Toyota,Axio,Automatic,Petrol,75000,1490,2013
Honda,Insight,Automatic,Petrol,109000,1330,2013
Toyota,Vitz,Automatic,Petrol,52000,1000,2013
Toyota,Harrier,Automatic,Petrol,63000,2400,2012
Subaru,Impreza,Automatic,Petrol,144000,1590,2013
Toyota,Vanguard,Automatic,Petrol,62000,2400,2012
Honda,Accord,Automatic,Petrol,120000,2000,2013
Volkswagen,Golf,Automatic,Petrol,101074,1400,2009
Land rover,Discovery-iii,Automatic,Diesel,131000,2700,2006
Volkswagen,Passat,Automatic,Petrol,80144,2000,2009
Toyota,Rav4,Automatic,Petrol,129000,2400,2006
Suzuki,Escudo,Automatic,Petrol,134000,2000,2007
Nissan,X-trail,Automatic,Petrol,99000,2000,2007
Toyota,Probox,Automatic,Petrol,69320,1500,2015
Toyota,Axio,Automatic,Petrol,59000,1490,2013
Toyota,Fortuner,Automatic,Petrol,65510,3000,2013
Mitsubishi,Outlander,Automatic,Petrol,56000,2000,2013
Honda,Fit,Automatic,Petrol,53992,1300,2013
Toyota,Alphard,Automatic,Petrol,88000,2400,2014
Mazda,Axela,Automatic,Petrol,105000,1500,2013
Toyota,Vitz,Automatic,Petrol,115000,1300,2011
Mercedes-benz,E250,Automatic,Petrol,46000,2000,2014
Toyota,Passo,Automatic,Petrol,78000,1000,2013
Nissan,Sylphy,Automatic,Petrol,63000,1800,2013
Toyota,Vitz,Automatic,Petrol,72000,1300,2013
Toyota,Passo,Automatic,Petrol,62000,1000,2013
Suzuki,Alto,Automatic,Petrol,56000,660,2013
Toyota,Hilux,Manual,Diesel,94000,2500,2013
Nissan,Latio,Automatic,Petrol,48000,1200,2013
Nissan,Note,Automatic,Petrol,67000,1190,2013
Nissan,Sylphy,Automatic,Petrol,76000,1800,2013
Toyota,Rav4,Automatic,Petrol,108314,2400,2008
Subaru,Legacy,Automatic,Petrol,84000,2500,2011
Volkswagen,Polo,Automatic,Petrol,97000,1200,2012
Toyota,Vitz,Automatic,Petrol,15500,1300,2013
Mercedes-benz,C200,Automatic,Petrol,87000,1790,2013
Toyota,Passo,Automatic,Petrol,70000,990,2012
Mercedes-benz,B180,Automatic,Petrol,72000,1600,2013
Subaru,Impreza,Automatic,Petrol,100434,1500,2010
Nissan,Lafesta,Automatic,Petrol,65000,2000,2013
Toyota,Fortuner,Automatic,Diesel,57000,3000,2012
Volkswagen,Golf,Automatic,Petrol,51000,1400,2013
Nissan,Juke,Automatic,Petrol,87980,1600,2012
Mercedes-benz,C200,Automatic,Petrol,31000,1600,2014
Bmw,7 series,Automatic,Petrol,86000,3000,2010
Toyota,Isis,Automatic,Petrol,100000,1800,2010
Toyota,Hiace,Automatic,Diesel,125000,3000,2011
Toyota,Fielder,Automatic,Petrol,100000,1500,2013
Toyota,Fielder,Automatic,Petrol,41000,1500,2015
Volkswagen,Passat,Automatic,Petrol,91999,1400,2013
Toyota,Fielder,Automatic,Petrol,42000,1500,2013
Mitsubishi,Lancer,Automatic,Petrol,60000,1600,2015
Toyota,Harrier,Automatic,Petrol,93000,2400,2012
Nissan,Note,Automatic,Petrol,64000,1200,2013
Toyota,Harrier,Automatic,Petrol,10000,2000,2014
Toyota,Isis,Automatic,Petrol,116000,1790,2012
Toyota,Land cruiser prado,Manual,Petrol,162000,2700,2007
Suzuki,Alto,Automatic,Petrol,88000,650,2013
Honda,Cr-v,Automatic,Petrol,73000,2400,2012
Toyota,Land cruiser prado,Automatic,Petrol,104000,2700,2012
Mitsubishi,Pajero,Automatic,Petrol,172856,2972,2014
Honda,Cr-v,Automatic,Petrol,101000,2000,2009
Toyota,Auris,Automatic,Petrol,80000,1500,2013
Toyota,Aqua,Automatic,Petrol,51000,1500,2012
Mazda,Axela,Automatic,Petrol,106000,1500,2013
Nissan,Sylphy,Automatic,Petrol,89000,1500,2013
Toyota,Vitz,Automatic,Petrol,96000,1300,2009
Toyota,Fielder,Automatic,Petrol,70000,1500,2013
Toyota,Auris,Automatic,Petrol,57000,1500,2013
Subaru,Forester,Automatic,Petrol,73000,2000,2011
Bmw,X3,Automatic,Petrol,75000,2500,2013
Nissan,Caravan,Automatic,Petrol,150785,2000,2012
Land rover,Discovery-iv,Automatic,Diesel,95400,3000,2012
Volkswagen,Golf,Automatic,Petrol,60000,1400,2012
Toyota,Premio,Automatic,Petrol,14000,1800,2015
Mitsubishi,Outlander,Automatic,Petrol,134000,2350,2008
Subaru,Outback,Automatic,Petrol,74000,3595,2013
Toyota,Hiace,Automatic,Diesel,140000,3000,2011
Toyota,Rav4,Automatic,Petrol,58000,2400,2008
Toyota,Mark x,Automatic,Petrol,56000,2400,2014
Nissan,March,Automatic,Petrol,68930,1000,2012
Mazda,Bongo,Manual,Petrol,140000,1800,2013
Toyota,Ractis,Automatic,Petrol,63000,1300,2013
Toyota,Auris,Automatic,Petrol,60050,1500,2010
Nissan,March,Automatic,Petrol,38000,1200,2014
Suzuki,Every,Automatic,Petrol,140000,650,2014
Mazda,Atenza,Automatic,Diesel,94688,2200,2013
Nissan,Sylphy,Automatic,Petrol,75422,1800,2013
Toyota,Succeed,Automatic,Petrol,53000,1500,2013
Toyota,Auris,Automatic,Petrol,100000,1500,2008
Bmw,X1,Automatic,Petrol,109000,2000,2011
Honda,Cr-v,Automatic,Petrol,60000,2000,2013
Toyota,Probox,Automatic,Petrol,49000,1500,2013
Honda,Stepwagon,Automatic,Petrol,70000,2000,2012
Toyota,Hilux,Automatic,Diesel,72114,3000,2012
Toyota,Hilux,Automatic,Diesel,176000,3000,2011
Toyota,Probox,Automatic,Petrol,110076,1300,2013
Toyota,Axio,Automatic,Petrol,86000,1300,2013
Toyota,Vitz,Automatic,Petrol,91000,1000,2013
Volkswagen,Touareg,Automatic,Diesel,107000,3000,2007
Mercedes-benz,E350,Automatic,Petrol,53280,3500,2011
Toyota,Passo,Automatic,Petrol,60000,1000,2013
Honda,Fit,Automatic,Petrol,67000,1330,2013
Volkswagen,Touran,Automatic,Petrol,70000,1390,2012
Toyota,Sienta,Automatic,Petrol,95000,1500,2013
Toyota,Hilux,Manual,Diesel,89000,3000,2013
Nissan,Vanette,Automatic,Petrol,172000,1800,2007
Toyota,Premio,Automatic,Petrol,78000,1500,2014
Mazda,Demio,Automatic,Petrol,74292,1300,2013
Toyota,Isis,Automatic,Petrol,98000,1790,2012
Toyota,Vitz,Automatic,Petrol,67000,1290,2013
Nissan,Note,Automatic,Petrol,62000,1200,2013
Toyota,Probox,Manual,Petrol,99000,1300,2013
Toyota,Land cruiser,Automatic,Petrol,131117,2700,2010
Honda,Insight,Automatic,Petrol,110000,1330,2013
Nissan,Note,Automatic,Petrol,94000,1200,2014
Toyota,Fielder,Automatic,Petrol,93000,1500,2013
Toyota,Vellfire,Automatic,Petrol,72000,2400,2012
Toyota,Alphard,Automatic,Petrol,160000,2500,2012
Mercedes-benz,E250,Automatic,Petrol,40000,3000,2012
Toyota,Axio,Automatic,Petrol,25000,1500,2013
Toyota,Axio,Automatic,Petrol,160300,1500,2010
Toyota,Hilux,Manual,Diesel,112000,2500,2012
Toyota,Allion,Automatic,Petrol,52000,1800,2013
Toyota,Alphard,Automatic,Petrol,67130,2400,2013
Mercedes-benz,E250,Automatic,Petrol,49000,1800,2014
Mazda,Bongo,Manual,Petrol,54000,1800,2011
Nissan,Note,Automatic,Petrol,68000,1200,2013
Volkswagen,Passat,Automatic,Petrol,62000,1400,2012
Toyota,Hiace,Automatic,Diesel,92725,3000,2013
Volkswagen,Golf,Automatic,Petrol,82000,1380,2013
Toyota,Fielder,Automatic,Petrol,65000,1490,2013
Nissan,Murano,Automatic,Petrol,69000,2500,2011
Mercedes-benz,E350,Automatic,Petrol,13000,3500,2013
Nissan,Skyline,Automatic,Petrol,119000,2500,2011
Subaru,Outback,Automatic,Petrol,100000,2500,2012
Nissan,X-trail,Automatic,Petrol,120600,2000,2008
Toyota,Axio,Automatic,Petrol,38000,1300,2015
Toyota,Passo,Automatic,Petrol,64000,1000,2013
Toyota,Hilux,Automatic,Diesel,57000,3000,2013
Toyota,Rav4,Automatic,Petrol,142000,2400,2013
Subaru,Legacy,Automatic,Petrol,75000,2500,2013
Nissan,Wingroad,Automatic,Petrol,104081,1500,2013
Subaru,Legacy,Automatic,Petrol,82000,2500,2012
Suzuki,Swift,Automatic,Petrol,167854,1300,2013
Toyota,Hilux,Manual,Diesel,63000,3000,2013
Toyota,Hilux,Manual,Diesel,110858,2500,2013
Toyota,Axio,Automatic,Petrol,50000,1500,2013
Toyota,Wish,Automatic,Petrol,88000,1800,2012
Honda,Cr-v,Automatic,Petrol,103000,2400,2009
Toyota,Voxy,Automatic,Petrol,99262,2000,2013
Toyota,Hiace,Automatic,Diesel,140858,3000,2013
Nissan,Nv200,Automatic,Petrol,71000,1590,2013
Toyota,Hilux,Manual,Diesel,83000,2800,2015
Toyota,Harrier,Automatic,Petrol,135000,2400,2009
Volkswagen,Golf,Automatic,Petrol,86000,1200,2012
Toyota,Vanguard,Automatic,Petrol,78000,2400,2013
Honda,Fit,Automatic,Petrol,41520,1300,2012
Toyota,Harrier,Automatic,Petrol,55000,2000,2013
Bmw,528i,Automatic,Petrol,57000,2000,2012
Bmw,320i,Automatic,Petrol,100000,2000,2007
Toyota,Harrier,Automatic,Petrol,99000,2400,2011
Toyota,Hilux,Manual,Diesel,83000,2500,2011
Toyota,Wish,Automatic,Petrol,46000,1800,2013
Mazda,Cx-5,Automatic,Petrol,23000,2500,2016
Volkswagen,Tiguan,Automatic,Petrol,76206,2000,2009
Toyota,Fielder,Automatic,Petrol,40000,1500,2015
Nissan,Wingroad,Automatic,Petrol,45000,1500,2013
Toyota,Land cruiser,Automatic,Petrol,113000,2700,2010
Toyota,Hiace,Automatic,Petrol,142000,2000,2013
Toyota,Ractis,Automatic,Petrol,103000,1320,2012
Mercedes-benz,B180,Automatic,Petrol,40000,1700,2014
Nissan,X-trail,Automatic,Petrol,68000,2000,2013
Mazda,Verisa,Automatic,Petrol,35550,1490,2013
Subaru,Forester,Automatic,Petrol,110000,1990,2013
Subaru,Impreza,Automatic,Petrol,56000,1600,2013
Toyota,Vitz,Automatic,Petrol,65000,1290,2013
Honda,Fit,Automatic,Petrol,60000,1300,2012
Toyota,Dyna,Manual,Diesel,107514,3000,2012
Toyota,Vanguard,Automatic,Petrol,118000,2400,2009
Toyota,Auris,Automatic,Petrol,34000,1500,2013
Toyota,Land cruiser prado,Automatic,Petrol,115000,2650,2009
Nissan,X-trail,Automatic,Petrol,89000,2000,2010
Subaru,Legacy,Automatic,Petrol,100000,2000,2007
Mazda,Demio,Automatic,Petrol,110000,1300,2013
Subaru,Forester,Automatic,Petrol,45000,2000,2013
Land rover,Range-rover-sport,Automatic,Diesel,131478,3600,2008
Toyota,Crown,Automatic,Petrol,97000,2500,2013
Toyota,Ractis,Automatic,Petrol,63000,1300,2013
Toyota,Axio,Automatic,Petrol,65663,1500,2013
Toyota,Succeed,Automatic,Petrol,42000,1500,2015
Toyota,Fielder,Automatic,Petrol,102478,1500,2010
Toyota,Rush,Manual,Petrol,71000,1500,2013
Subaru,Legacy,Automatic,Petrol,80000,2500,2013
Toyota,Axio,Automatic,Petrol,39000,1500,2012
Suzuki,Escudo,Automatic,Petrol,95000,2500,2013
Toyota,Auris,Automatic,Petrol,73000,1400,2013
Nissan,Advan,Automatic,Petrol,174000,1490,2014
Bmw,528i,Automatic,Petrol,89000,3000,2012
Nissan,Sylphy,Automatic,Petrol,127000,2000,2013
Toyota,Premio,Automatic,Petrol,30000,1800,2014
Toyota,Passo,Automatic,Petrol,58000,1000,2013
Honda,Fit,Automatic,Petrol,60000,1300,2013
Nissan,Note,Automatic,Petrol,45000,1200,2014
Mitsubishi,Rvr,Automatic,Petrol,63000,2000,2013
Toyota,Regius van,Automatic,Diesel,75000,3000,2013
Mazda,Demio,Automatic,Petrol,116000,1300,2012
Toyota,Crown,Automatic,Petrol,85650,2498,2013
Volkswagen,Touareg,Automatic,Diesel,70000,3000,2010
Nissan,March,Automatic,Petrol,93000,1190,2014
Toyota,Vitz,Automatic,Petrol,73000,1300,2012
Subaru,Outback,Automatic,Petrol,60000,2400,2013
Mazda,Demio,Automatic,Petrol,71000,1298,2013
Toyota,Land cruiser prado,Automatic,Petrol,108000,2700,2009
Toyota,Vitz,Automatic,Petrol,53000,1300,2013
Toyota,Voxy,Automatic,Petrol,72000,2000,2013
Bmw,X3,Automatic,Petrol,97000,2500,2007
Mitsubishi,L200,Manual,Diesel,110665,2800,2014
Mitsubishi,Pajero,Automatic,Petrol,150000,3200,2010
Subaru,Legacy,Automatic,Petrol,148854,1990,2008
Mercedes-benz,C200,Automatic,Petrol,105450,1800,2009
Toyota,Axio,Automatic,Petrol,90000,1300,2012
Nissan,Murano,Automatic,Petrol,92000,2480,2013
Nissan,Bluebird,Automatic,Petrol,133050,2000,2009
Mercedes-benz,B180,Automatic,Petrol,148000,1500,2009
Toyota,Premio,Automatic,Petrol,111771,1790,2013
Suzuki,Every,Automatic,Petrol,96000,650,2014
Nissan,Note,Automatic,Petrol,33000,1200,2013
Toyota,Premio,Automatic,Petrol,46000,1800,2014
Toyota,Vitz,Automatic,Petrol,61000,1300,2012
Nissan,Lafesta,Automatic,Petrol,57000,2000,2013
Subaru,Forester,Automatic,Petrol,70000,2000,2013
Toyota,Mark x,Automatic,Petrol,133000,2500,2005
Volkswagen,Up,Automatic,Petrol,68000,990,2013
Toyota,Hiace,Automatic,Diesel,80000,2000,2013
Mazda,Demio,Automatic,Petrol,83000,1300,2011
Toyota,Voxy,Automatic,Petrol,162301,2000,2007
Toyota,Voxy,Automatic,Petrol,65000,2000,2013
Nissan,Note,Automatic,Petrol,57000,1200,2014
Nissan,Note,Automatic,Petrol,40000,1200,2014
Toyota,Mark x,Automatic,Petrol,73000,2500,2013
Mitsubishi,Galant,Automatic,Petrol,91717,1800,2013
Toyota,Premio,Automatic,Petrol,94000,1800,2013
Subaru,Legacy,Automatic,Petrol,90000,2500,2013
Honda,Fit,Manual,Petrol,162556,1500,2011
Toyota,Rav4,Automatic,Petrol,141358,2400,2005
Honda,Cr-v,Automatic,Petrol,81000,2400,2012
Volkswagen,Jetta,Automatic,Petrol,48000,1400,2014
Volkswagen,Touareg,Automatic,Petrol,134000,3600,2011
Mercedes-benz,E200,Automatic,Petrol,31000,1800,2013
Toyota,Vitz,Automatic,Petrol,133000,1000,2008
Bmw,X5,Automatic,Diesel,141000,3000,2008
Toyota,Hilux,Automatic,Diesel,62000,3000,2013
Mercedes-benz,C180,Automatic,Petrol,58557,1790,2014
Nissan,X-trail,Automatic,Petrol,96000,2000,2012
Nissan,Note,Automatic,Petrol,59000,1200,2014
Bmw,320i,Automatic,Petrol,83000,2000,2012
Honda,Cr-v,Automatic,Petrol,111566,2000,2005
Toyota,Hiace,Automatic,Petrol,75000,2700,2013
Toyota,Vitz,Automatic,Petrol,74000,1300,2013
Nissan,X-trail,Automatic,Petrol,91000,2000,2012
Nissan,Bluebird,Automatic,Petrol,67000,1500,2013
Nissan,Latio,Automatic,Petrol,41000,1200,2013
Mitsubishi,Canter,Manual,Diesel,86000,3900,2014
Mazda,Cx-5,Automatic,Diesel,77500,2200,2013
Nissan,March,Automatic,Petrol,108000,1190,2014
Nissan,Note,Automatic,Petrol,27000,1200,2014
Bmw,X3,Automatic,Petrol,39000,2000,2013
Volkswagen,Tiguan,Automatic,Petrol,75000,2000,2011
Bmw,520i,Automatic,Petrol,47436,1990,2012
Toyota,Crown,Automatic,Petrol,114000,3500,2012
Mercedes-benz,C180,Automatic,Petrol,47000,1800,2013
Toyota,Probox,Automatic,Petrol,60948,1500,2013
Mitsubishi,Rvr,Automatic,Petrol,136000,1800,2012
Toyota,Fielder,Automatic,Petrol,78547,1500,2013
Volkswagen,Passat,Manual,Diesel,170150,2000,2012
Toyota,Vitz,Automatic,Petrol,22000,1320,2013
Nissan,Note,Automatic,Petrol,50000,1300,2013
Mazda,Atenza,Automatic,Petrol,85000,2000,2013
Nissan,March,Automatic,Petrol,100000,1200,2013
Land rover,Range-rover-sport,Automatic,Diesel,80000,2700,2006
Toyota,Toyoace,Manual,Petrol,170360,1990,2014
Nissan,Dualis,Automatic,Petrol,85000,2000,2010
Mitsubishi,Rvr,Automatic,Petrol,94000,1800,2010
Toyota,Mark x,Automatic,Petrol,37000,2500,2014
Mazda,Axela,Automatic,Petrol,65000,1500,2013
Volkswagen,Touareg,Automatic,Diesel,105000,2500,2008
Nissan,Wingroad,Automatic,Petrol,11000,1500,2013
Mitsubishi,Rvr,Automatic,Petrol,48000,1800,2013
Toyota,Fielder,Automatic,Petrol,77000,1500,2013
Toyota,Harrier,Automatic,Petrol,121445,2400,2007
Toyota,Ractis,Automatic,Petrol,35000,1300,2013
Toyota,Vitz,Automatic,Petrol,59000,1300,2013
Mazda,Demio,Automatic,Petrol,85000,1300,2013
Nissan,March,Automatic,Petrol,51000,1200,2012
Mazda,Demio,Automatic,Petrol,82000,1300,2013
Mazda,Bongo,Automatic,Petrol,85000,1800,2013
Nissan,Note,Automatic,Petrol,45000,1200,2014
Toyota,Land cruiser prado,Automatic,Petrol,147000,2700,2009
Toyota,Noah,Automatic,Petrol,70600,2000,2012
Nissan,March,Automatic,Petrol,13796,1200,2013
Mitsubishi,Pajero,Automatic,Diesel,89613,3200,2012
Toyota,Fielder,Automatic,Petrol,72000,1800,2011
Toyota,Vitz,Automatic,Petrol,43000,1300,2014
Mitsubishi,Rvr,Automatic,Petrol,75854,1800,2012
Toyota,Axio,Automatic,Petrol,65000,1500,2013
Subaru,Forester,Automatic,Petrol,57000,1990,2011
Subaru,Forester,Automatic,Petrol,121339,2000,2008
Nissan,Bluebird,Automatic,Petrol,117000,1500,2006
Toyota,Rav4,Automatic,Petrol,125075,2400,2010
Nissan,Lafesta,Automatic,Petrol,91000,1990,2011
Toyota,Crown,Automatic,Petrol,250000,2500,2008
Nissan,Wingroad,Automatic,Petrol,115000,1500,2013
Suzuki,Swift,Automatic,Petrol,92000,1300,2012
Toyota,Hiace,Automatic,Petrol,146013,3000,2009
Mazda,Cx-5,Automatic,Diesel,72000,2200,2012
Toyota,Auris,Automatic,Petrol,73000,1500,2013
Nissan,Dualis,Automatic,Petrol,123456,2000,2011
Nissan,Teana,Automatic,Petrol,98000,2500,2012
Volkswagen,Beetle,Automatic,Petrol,70895,1200,2013
Nissan,Dualis,Automatic,Petrol,95000,2000,2010
Toyota,Belta,Automatic,Petrol,163000,1300,2006
Mitsubishi,L200,Manual,Diesel,173000,2500,2013
Toyota,Vitz,Automatic,Petrol,64000,1290,2013
Mazda,Cx-5,Automatic,Diesel,80323,2000,2013
Toyota,Axio,Automatic,Petrol,123000,1500,2009
Nissan,Teana,Automatic,Petrol,73000,2490,2014
Toyota,Vanguard,Automatic,Petrol,83232,2400,2012
Toyota,Axio,Automatic,Petrol,52000,1500,2013
Mazda,Demio,Automatic,Petrol,140025,1000,2011
Toyota,Hilux,Automatic,Diesel,96000,3000,2013
Honda,Fit,Automatic,Petrol,74000,1300,2013
Toyota,Auris,Automatic,Petrol,115104,1300,2013
Toyota,Land cruiser,Automatic,Petrol,132000,2700,2010
Subaru,Legacy,Automatic,Petrol,80058,2000,2013
Toyota,Vitz,Automatic,Petrol,99000,1000,2013
Mercedes-benz,B180,Automatic,Petrol,62000,1600,2012
Toyota,Hilux,Manual,Diesel,226000,2494,2011
Honda,Cr-v,Automatic,Petrol,87512,2000,2012
Toyota,Land cruiser prado,Automatic,Petrol,112000,2700,2009
Toyota,Mark x,Automatic,Petrol,66616,2500,2013
Toyota,Premio,Automatic,Petrol,99051,1800,2012
Toyota,Hilux,Automatic,Diesel,63000,3000,2013
Toyota,Vitz,Automatic,Petrol,66000,1300,2012
Bmw,X5,Automatic,Diesel,118000,3000,2008
Toyota,Axio,Automatic,Petrol,60600,1500,2013
Toyota,Vanguard,Automatic,Petrol,73111,2499,2012
Mercedes-benz,C180,Automatic,Petrol,50000,1600,2015
Subaru,Forester,Automatic,Petrol,97000,2000,2010
Mercedes-benz,C200,Automatic,Petrol,86000,1800,2013
Toyota,Voxy,Automatic,Petrol,67000,2000,2013
Mercedes-benz,E250,Automatic,Petrol,55465,1800,2013
Toyota,Voxy,Automatic,Petrol,53000,2000,2013
Mazda,Demio,Automatic,Petrol,70000,1300,2013
Nissan,Sylphy,Automatic,Petrol,94000,1500,2013
Subaru,Impreza,Automatic,Petrol,145000,1590,2012
Toyota,Hilux,Manual,Petrol,95000,2700,2014
Toyota,Axio,Automatic,Petrol,129000,1500,2011
Nissan,Murano,Automatic,Petrol,50249,2500,2013
Land rover,Freelander,Automatic,Petrol,70000,2000,2013
Mercedes-benz,E250,Automatic,Petrol,111111,1800,2012
Toyota,Porte,Automatic,Petrol,160000,1490,2013
Toyota,Alphard,Automatic,Petrol,84000,2400,2012
Toyota,Hiace,Automatic,Petrol,99000,2000,2013
Honda,Fit,Automatic,Petrol,47000,1300,2013
Toyota,Axio,Automatic,Petrol,55000,1500,2013
Toyota,Noah,Automatic,Petrol,154000,1980,2007
Mitsubishi,Pajero,Automatic,Diesel,150000,2800,2012
Mitsubishi,Pajero,Automatic,Diesel,127845,3000,2013
Toyota,Sienta,Automatic,Petrol,57385,1500,2014
Suzuki,Every,Automatic,Petrol,117000,660,2013
Mazda,Axela,Automatic,Petrol,67000,1500,2013
Toyota,Premio,Automatic,Petrol,21000,1500,2013
Volkswagen,Touareg,Automatic,Petrol,158654,3600,2009
Toyota,Fielder,Automatic,Petrol,63000,1500,2013
Toyota,Mark x,Automatic,Petrol,115000,2500,2012
Toyota,Hilux,Manual,Diesel,75387,3000,2014
Toyota,Axio,Automatic,Petrol,59709,1500,2013
Toyota,Allion,Automatic,Petrol,70000,1800,2013
Toyota,Probox,Automatic,Petrol,55000,1300,2015
Toyota,Prius,Automatic,Petrol,91000,1800,2011
Nissan,Bluebird,Automatic,Petrol,47000,2000,2011
Nissan,Nv200,Automatic,Petrol,71000,1590,2013
Mitsubishi,Pajero,Automatic,Petrol,83000,2500,2013
Honda,Fit,Automatic,Petrol,100000,1330,2011
Toyota,Crown,Automatic,Petrol,97800,2450,2011
Subaru,Forester,Manual,Petrol,140953,1990,2012
Toyota,Hilux,Manual,Diesel,192198,3000,2005
Toyota,Harrier,Automatic,Petrol,134000,3500,2004
Toyota,Rav4,Automatic,Petrol,74650,2000,2014
Mazda,Demio,Automatic,Petrol,102700,1300,2012
Toyota,Axio,Automatic,Petrol,94000,1500,2013
Toyota,Noah,Automatic,Petrol,128000,2000,2012
Volkswagen,Passat,Automatic,Petrol,78000,1400,2013
Toyota,Allion,Automatic,Petrol,56000,1800,2013
Toyota,Toyoace,Manual,Petrol,170000,1990,2014
Nissan,X-trail,Automatic,Petrol,99000,2000,2012
Bmw,X3,Automatic,Petrol,55175,2000,2013
Mercedes-benz,E250,Automatic,Petrol,146396,2500,2008
Nissan,Lafesta,Automatic,Petrol,91308,1990,2011
Mazda,Bongo,Automatic,Petrol,87000,1790,2011
Nissan,Sylphy,Automatic,Petrol,69000,2000,2008
Toyota,Mark x,Automatic,Petrol,70794,2499,2008
Mazda,Atenza,Automatic,Petrol,132580,2000,2011
Toyota,Ractis,Automatic,Petrol,112000,1500,2011
Bmw,7 series,Automatic,Petrol,63000,3000,2009
Bmw,X5,Automatic,Diesel,87000,3000,2005
Nissan,Serena,Automatic,Petrol,97000,2000,2012
Mazda,Cx-5,Automatic,Diesel,47000,2200,2013
Toyota,Fielder,Automatic,Petrol,74000,1500,2013
Toyota,Fielder,Automatic,Petrol,58200,1500,2013
Mazda,Bongo,Automatic,Petrol,198000,1790,2013
Nissan,Sylphy,Automatic,Petrol,46729,1800,2013
Nissan,Note,Automatic,Petrol,80000,1300,2013
Toyota,Vitz,Automatic,Petrol,26000,1320,2013
Mitsubishi,Pajero,Automatic,Petrol,110000,3000,2007
Toyota,Auris,Automatic,Petrol,61000,1800,2012
Toyota,Mark x,Automatic,Petrol,50000,2500,2013
Mercedes-benz,E250,Automatic,Petrol,31000,1800,2013
Subaru,Outback,Automatic,Petrol,123000,2500,2011
Bmw,528i,Automatic,Petrol,89000,3000,2012
Toyota,Vellfire,Automatic,Petrol,123765,2400,2012
Mazda,Cx-5,Automatic,Petrol,45000,2200,2013
Nissan,Note,Automatic,Petrol,47000,1200,2013
Toyota,Land cruiser prado,Automatic,Diesel,70000,3000,2010
Nissan,Sylphy,Automatic,Petrol,34635,1600,2013
Toyota,Hilux,Manual,Diesel,93000,2800,2016
Subaru,Legacy,Automatic,Petrol,115000,2500,2012
Nissan,Note,Automatic,Petrol,115000,1200,2013
Toyota,Fortuner,Automatic,Diesel,76000,3000,2013
Suzuki,Escudo,Automatic,Petrol,150000,2000,2007
Land rover,Range-rover-sport,Automatic,Diesel,124000,2700,2006
Mercedes-benz,E200,Automatic,Petrol,58227,1800,2013
Nissan,X-trail,Automatic,Petrol,133391,2480,2008
Mercedes-benz,C200,Automatic,Petrol,122000,1800,2007
Toyota,Probox,Automatic,Petrol,68000,1500,2013
Toyota,Allion,Automatic,Petrol,15000,1500,2013
Toyota,Axio,Automatic,Petrol,40000,1500,2014
Toyota,Hilux,Manual,Diesel,67000,3000,2013
Toyota,Fielder,Automatic,Petrol,81000,1500,2013
Toyota,Ractis,Automatic,Petrol,62000,1300,2013
Mazda,Demio,Automatic,Petrol,51000,1300,2013
Toyota,Hilux,Manual,Diesel,120000,2500,2011
Bmw,116i,Automatic,Petrol,40000,1600,2013
Honda,Stepwagon,Automatic,Petrol,82000,2000,2013
Mercedes-benz,E250,Automatic,Petrol,42000,1800,2013
Nissan,Note,Automatic,Petrol,94522,1200,2013
Toyota,Vitz,Automatic,Petrol,83000,1300,2012
Toyota,Ractis,Automatic,Petrol,94000,1490,2010
Toyota,Voxy,Automatic,Petrol,150000,2000,2009
Nissan,X-trail,Automatic,Petrol,135000,2000,2010
Subaru,Forester,Automatic,Petrol,47000,2000,2012
Toyota,Vitz,Automatic,Petrol,89700,1000,2013
Mercedes-benz,E250,Automatic,Petrol,58932,1800,2013
Mitsubishi,Outlander,Automatic,Petrol,65000,2000,2013
Volkswagen,Touareg,Automatic,Diesel,70000,3000,2007
Mazda,Axela,Automatic,Petrol,89000,1500,2013
Mazda,Demio,Automatic,Petrol,65000,1300,2013
